4.012619068468093,13,13,7,7,5,5,12,12,7,7,19
106.86723656493608,29,29,21,21,26,26,8,8,2,2,40
207.3975873916745,32,32,29,29,25,25,28,28,20,20,25
307.6707653899406,24,24,15,15,28,28,15,15,9,9,29
408.1417896159428,4,4,8,8,21,21,19,19,19,19,11
508.487173178959,4,4,2,2,2,2,2,2,2,2,2
611.4629771222776,4,4,2,2,17,17,26,26,4,4,15
712.6781455598846,4,4,4,4,16,16,13,13,2,2,20
815.1399312216644,12,12,12,12,13,13,13,13,4,4,12
916.2018726020749,6,6,5,5,7,7,5,5,6,6,6
1016.9941777572678,2,2,13,13,2,2,4,4,17,17,21
