4.012619068468093,12,12,9,9,9,9,13,13,14,14,21
26.484091516926718,21,21,28,28,18,18,21,21,33,33,67
49.478996756966175,30,30,25,25,35,35,23,23,29,29,31
72.34358689342058,6,6,5,5,5,5,42,42,13,13,17
92.54231031033302,42,42,10,10,37,37,29,29,51,51,24
114.16466780677618,35,35,10,10,13,13,33,33,19,19,20
134.34646023444458,20,20,7,7,2,2,6,6,32,32,46
156.12447049874365,17,17,8,8,18,18,4,4,2,2,13
177.6275885250563,10,10,25,25,9,9,7,7,20,20,7
200.5511803444045,10,10,3,3,8,8,3,3,5,5,34
222.12678940190847,5,5,5,5,5,5,8,8,11,11,8
245.12038193535648,17,17,5,5,5,5,14,14,13,13,32
266.60296954039615,11,11,5,5,11,11,5,5,5,5,17
288.5381950828166,5,5,5,5,37,37,19,19,13,13,10
308.64966677058794,16,16,30,30,26,26,9,9,27,27,24
331.1622866953942,15,15,11,11,5,5,12,12,5,5,8
353.75730691173897,10,10,22,22,23,23,12,12,5,5,29
375.83970333959223,23,23,2,2,29,29,7,7,15,15,2
397.3313591456971,5,5,10,10,5,5,11,11,3,3,5
419.94226435966664,5,5,11,11,5,5,14,14,8,8,8
441.06399893829666,5,5,3,3,2,2,2,2,8,8,11
461.24142165681366,5,5,5,5,5,5,12,12,5,5,5
482.2352127339709,11,11,8,8,3,3,6,6,13,13,4
503.5484847923316,6,6,8,8,5,5,4,4,2,2,13
525.4588372998071,17,17,20,20,17,17,15,15,16,16,24
546.8677109577061,4,4,2,2,2,2,2,2,4,4,6
567.6737044376966,3,3,3,3,6,6,4,4,11,11,13
587.8083851419673,24,24,12,12,15,15,7,7,7,7,24
609.6455908132555,2,2,2,2,5,5,5,5,5,5,2
630.6437133290756,8,8,12,12,5,5,11,11,8,8,12
651.4382659330852,5,5,14,14,5,5,9,9,3,3,17
673.244732364755,3,3,10,10,3,3,4,4,4,4,15
693.410342765598,10,10,7,7,10,10,20,20,19,19,22
716.0783042016944,10,10,15,15,7,7,18,18,14,14,23
739.0575783733004,15,15,10,10,17,17,9,9,12,12,11
761.3045332141719,6,6,6,6,6,6,2,2,11,11,7
782.2480475880766,3,3,3,3,3,3,5,5,3,3,5
802.4707470350727,6,6,13,13,17,17,14,14,15,15,10
822.9150040877248,19,19,23,23,12,12,20,20,18,18,13
844.1499336665581,16,16,5,5,6,6,5,5,8,8,6
866.898120999617,3,3,3,3,3,3,3,3,3,3,6
887.081912587129,3,3,6,6,3,3,4,4,3,3,7
908.5611334960911,3,3,3,3,3,3,3,3,5,5,3
930.1868926851629,7,7,6,6,7,7,12,12,12,12,7
951.1432187364474,15,15,15,15,10,10,14,14,11,11,11
973.7924316126757,18,18,6,6,9,9,9,9,6,6,6
994.4961395988662,6,6,6,6,2,2,4,4,6,6,6
1014.6517699919813,2,2,5,5,5,5,3,3,8,8,2
1035.9776601884796,4,4,5,5,2,2,6,6,11,11,6
1057.1107425949763,2,2,6,6,16,16,5,5,17,17,6
