4.012619068468093,25,25,26,26,20,20,2,2,24,24,49
25.103774249874757,55,55,8,8,25,25,7,7,16,16,26
46.56221448541653,44,44,66,66,11,11,31,31,44,44,28
68.16036956214029,63,63,12,12,26,26,8,8,7,7,33
90.69186004883969,20,20,29,29,13,13,3,3,22,22,27
112.36163065972687,60,60,11,11,26,26,11,11,11,11,16
135.29434726851332,7,7,5,5,20,20,5,5,8,8,61
157.06851418923173,28,28,16,16,38,38,12,12,16,16,40
180.04557501091588,8,8,13,13,3,3,24,24,5,5,2
200.99894582140666,4,4,5,5,31,31,23,23,19,19,29
223.78420960390477,22,22,25,25,22,22,20,20,17,17,31
244.23919214549016,28,28,8,8,4,4,5,5,15,15,5
264.88432264718085,27,27,13,13,4,4,30,30,16,16,19
286.0738950783947,10,10,5,5,19,19,12,12,5,5,21
307.04645087489206,4,4,13,13,5,5,15,15,5,5,10
329.05702185440737,5,5,18,18,5,5,26,26,22,22,24
350.28429588907187,4,4,4,4,5,5,19,19,5,5,5
372.4444797636652,14,14,29,29,19,19,22,22,18,18,22
392.51022664018285,2,2,2,2,2,2,24,24,2,2,39
415.48197781339013,25,25,16,16,30,30,9,9,13,13,13
436.5005379424035,4,4,16,16,11,11,9,9,17,17,15
459.3336639534251,21,21,15,15,10,10,22,22,6,6,19
480.4370500828676,26,26,15,15,24,24,8,8,5,5,15
501.07931379144173,29,29,22,22,25,25,16,16,4,4,24
521.4243144917134,20,20,21,21,7,7,19,19,2,2,29
544.2479836058258,20,20,22,22,21,21,7,7,19,19,12
564.6622443965,10,10,17,17,17,17,5,5,14,14,10
587.486356694402,9,9,5,5,14,14,15,15,12,12,5
608.5935361304904,14,14,5,5,19,19,2,2,5,5,6
630.0652754277613,5,5,5,5,6,6,5,5,9,9,5
651.8674447753626,3,3,4,4,2,2,5,5,11,11,5
674.7735970408789,2,2,6,6,9,9,6,6,4,4,5
696.1549858340627,13,13,4,4,7,7,24,24,18,18,28
717.3360443865674,22,22,6,6,26,26,27,27,15,15,26
738.1443516685879,5,5,13,13,9,9,24,24,18,18,5
759.9184613434135,5,5,2,2,9,9,9,9,5,5,6
780.8348554114182,15,15,12,12,11,11,13,13,16,16,19
802.6219791358387,17,17,16,16,19,19,11,11,15,15,16
825.1629578758952,9,9,7,7,12,12,13,13,14,14,14
847.7303690916069,16,16,16,16,15,15,12,12,8,8,15
868.1339851634277,2,2,12,12,14,14,4,4,3,3,16
889.2554812818562,15,15,6,6,12,12,16,16,15,15,16
910.6004993622072,6,6,12,12,6,6,15,15,14,14,14
931.7441432855695,8,8,6,6,7,7,5,5,5,5,6
951.9198301696781,11,11,9,9,4,4,8,8,6,6,14
974.4162827652342,6,6,12,12,12,12,19,19,12,12,9
997.1827405057677,7,7,4,4,4,4,7,7,6,6,6
1018.905665758293,11,11,10,10,6,6,6,6,11,11,10
1039.4986860712047,8,8,6,6,5,5,5,5,5,5,5
1061.0581533592665,8,8,4,4,12,12,13,13,10,10,13
