4.012619068468093,40.0,45.0,40.0,46.0,53.0,44.0,66.0,40.0,54.0,58.0,44.0,78.0,88.0,81.0,81.0,45.0,53.0,43.0,44.0,83.0
26.336538092583243,76.0,66.0,98.0,83.0,87.0,78.0,72.0,92.0,62.0,71.0,58.0,51.0,78.0,58.0,58.0,72.0,67.0,70.0,65.0,49.0
48.17658626789894,93.0,97.0,62.0,100.0,75.0,73.0,91.0,83.0,96.0,93.0,100.0,88.0,94.0,96.0,70.0,72.0,104.0,96.0,64.0,87.0
69.74817553855767,55.0,62.0,64.0,64.0,80.0,59.0,61.0,61.0,53.0,66.0,82.0,64.0,65.0,64.0,64.0,68.0,64.0,69.0,57.0,64.0
91.86328193335368,66.0,89.0,48.0,58.0,50.0,43.0,63.0,50.0,87.0,38.0,55.0,37.0,45.0,54.0,49.0,53.0,86.0,85.0,73.0,54.0
114.1919510774474,63.0,83.0,45.0,41.0,29.0,42.0,50.0,57.0,34.0,69.0,47.0,50.0,47.0,34.0,45.0,43.0,51.0,64.0,37.0,34.0
134.2779962483351,30.0,68.0,39.0,74.0,50.0,37.0,46.0,36.0,47.0,70.0,46.0,46.0,52.0,78.0,45.0,41.0,73.0,46.0,37.0,81.0
156.24007970272817,62.0,30.0,56.0,28.0,53.0,36.0,36.0,70.0,24.0,25.0,73.0,64.0,26.0,76.0,73.0,24.0,36.0,21.0,48.0,37.0
177.52063695196145,34.0,31.0,39.0,44.0,45.0,32.0,48.0,48.0,43.0,45.0,40.0,36.0,65.0,35.0,33.0,44.0,36.0,47.0,29.0,43.0
198.29858500433858,23.0,17.0,23.0,23.0,24.0,22.0,21.0,27.0,32.0,39.0,32.0,32.0,37.0,38.0,27.0,30.0,21.0,32.0,39.0,40.0
218.5433703966364,35.0,42.0,34.0,35.0,41.0,40.0,41.0,44.0,35.0,44.0,46.0,47.0,45.0,34.0,29.0,45.0,41.0,31.0,35.0,41.0
239.96447582912646,32.0,42.0,44.0,29.0,32.0,32.0,33.0,33.0,35.0,39.0,31.0,35.0,37.0,31.0,40.0,46.0,40.0,39.0,43.0,34.0
261.3657481638927,33.0,38.0,31.0,33.0,53.0,40.0,40.0,33.0,29.0,48.0,37.0,30.0,44.0,34.0,31.0,42.0,46.0,40.0,34.0,44.0
283.9573325591946,27.0,32.0,23.0,23.0,25.0,23.0,49.0,24.0,37.0,30.0,31.0,24.0,51.0,26.0,27.0,24.0,45.0,39.0,26.0,27.0
304.99957136847115,28.0,34.0,34.0,28.0,26.0,33.0,27.0,27.0,25.0,27.0,29.0,39.0,30.0,32.0,34.0,24.0,36.0,44.0,34.0,28.0
325.4116766771228,33.0,30.0,35.0,26.0,31.0,30.0,28.0,34.0,33.0,31.0,25.0,36.0,33.0,34.0,30.0,33.0,32.0,30.0,34.0,37.0
347.63731750618695,28.0,23.0,26.0,26.0,42.0,27.0,32.0,27.0,22.0,29.0,21.0,22.0,36.0,33.0,22.0,38.0,26.0,35.0,23.0,29.0
368.414071695796,34.0,23.0,22.0,29.0,27.0,29.0,24.0,29.0,30.0,32.0,30.0,24.0,32.0,24.0,25.0,23.0,24.0,27.0,37.0,37.0
388.86596538972674,36.0,32.0,27.0,27.0,31.0,35.0,26.0,35.0,30.0,28.0,30.0,29.0,34.0,25.0,31.0,31.0,29.0,27.0,25.0,28.0
409.44247753065247,22.0,19.0,18.0,18.0,21.0,22.0,17.0,21.0,24.0,19.0,20.0,26.0,20.0,21.0,19.0,20.0,21.0,28.0,20.0,24.0
431.02832484125963,16.0,29.0,21.0,21.0,26.0,22.0,21.0,23.0,26.0,23.0,28.0,28.0,28.0,32.0,29.0,28.0,35.0,30.0,30.0,33.0
451.0322106793677,25.0,25.0,27.0,27.0,32.0,33.0,33.0,32.0,34.0,31.0,29.0,33.0,32.0,29.0,34.0,29.0,28.0,32.0,31.0,28.0
472.70601403068724,12.0,32.0,15.0,12.0,25.0,14.0,16.0,25.0,16.0,19.0,34.0,14.0,26.0,17.0,15.0,15.0,23.0,14.0,18.0,17.0
495.661649642836,24.0,23.0,30.0,19.0,18.0,22.0,18.0,20.0,23.0,21.0,20.0,20.0,18.0,21.0,27.0,21.0,20.0,23.0,21.0,22.0
516.4956803914563,31.0,29.0,29.0,33.0,31.0,34.0,26.0,33.0,23.0,28.0,34.0,23.0,33.0,33.0,28.0,25.0,23.0,34.0,28.0,25.0
537.3498426681927,22.0,26.0,21.0,24.0,22.0,26.0,28.0,22.0,27.0,27.0,28.0,28.0,27.0,24.0,27.0,25.0,23.0,27.0,26.0,25.0
559.2377567562739,26.0,29.0,31.0,32.0,29.0,24.0,28.0,23.0,25.0,25.0,24.0,29.0,29.0,26.0,30.0,27.0,28.0,32.0,24.0,23.0
579.3884838136042,22.0,27.0,28.0,30.0,27.0,32.0,31.0,29.0,30.0,30.0,31.0,28.0,25.0,31.0,27.0,29.0,31.0,29.0,21.0,21.0
600.9573977937046,32.0,19.0,23.0,22.0,23.0,23.0,27.0,20.0,30.0,23.0,30.0,20.0,29.0,23.0,21.0,20.0,24.0,28.0,22.0,23.0
623.5617071962067,20.0,25.0,27.0,21.0,27.0,21.0,22.0,22.0,22.0,23.0,20.0,20.0,22.0,20.0,22.0,21.0,20.0,21.0,20.0,20.0
645.1749399153745,12.0,18.0,19.0,20.0,19.0,19.0,22.0,19.0,23.0,20.0,28.0,25.0,27.0,31.0,25.0,21.0,23.0,24.0,24.0,28.0
686.1321404188059,26.0,19.0,20.0,19.0,19.0,19.0,18.0,20.0,19.0,19.0,26.0,19.0,20.0,19.0,19.0,19.0,18.0,20.0,19.0,19.0
709.6575824045249,22.0,19.0,19.0,18.0,24.0,20.0,26.0,19.0,21.0,19.0,22.0,19.0,19.0,18.0,24.0,20.0,26.0,19.0,21.0,19.0
735.195979707341,25.0,20.0,24.0,23.0,23.0,23.0,25.0,22.0,25.0,21.0,25.0,20.0,24.0,23.0,23.0,23.0,25.0,22.0,25.0,21.0
757.5769423471659,24.0,20.0,19.0,19.0,23.0,20.0,20.0,22.0,20.0,24.0,24.0,20.0,19.0,19.0,23.0,20.0,20.0,22.0,20.0,24.0
785.7758600094876,23.0,23.0,19.0,20.0,21.0,22.0,21.0,20.0,22.0,26.0,23.0,23.0,19.0,20.0,21.0,22.0,21.0,20.0,22.0,26.0
807.667147444093,23.0,23.0,20.0,22.0,19.0,19.0,22.0,24.0,19.0,25.0,23.0,23.0,20.0,22.0,19.0,19.0,22.0,24.0,19.0,25.0
833.8153141448939,18.0,14.0,18.0,15.0,14.0,13.0,15.0,17.0,19.0,19.0,18.0,14.0,18.0,15.0,14.0,13.0,15.0,17.0,19.0,19.0
854.7269985134664,19.0,18.0,19.0,16.0,16.0,19.0,20.0,20.0,18.0,20.0,19.0,18.0,19.0,16.0,16.0,19.0,20.0,20.0,18.0,20.0
875.3461465493244,19.0,19.0,20.0,19.0,16.0,18.0,21.0,20.0,20.0,15.0,19.0,19.0,20.0,19.0,16.0,18.0,21.0,20.0,20.0,15.0
903.8858305610681,15.0,14.0,14.0,13.0,14.0,13.0,15.0,14.0,15.0,15.0,19.0,19.0,20.0,19.0,16.0,18.0,21.0,20.0,20.0,15.0
935.1612594242918,15.0,15.0,16.0,14.0,15.0,15.0,16.0,15.0,15.0,16.0,19.0,19.0,20.0,19.0,16.0,18.0,21.0,20.0,20.0,15.0
963.365180209053,17.0,16.0,15.0,15.0,16.0,14.0,16.0,18.0,15.0,16.0,17.0,16.0,15.0,15.0,16.0,14.0,16.0,18.0,15.0,16.0
985.3443644188333,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0
