4.012619068468093,26,26,27,27,15,15,11,11,36,36,22
24.16903444212682,14,14,40,40,40,40,62,62,23,23,29
44.18859177486603,60,60,22,22,2,2,32,32,23,23,37
65.12934518461557,33,33,61,61,27,27,75,75,23,23,15
86.40645672418248,20,20,24,24,49,49,44,44,46,46,10
109.27925798025856,29,29,36,36,19,19,39,39,51,51,48
132.14605821707397,29,29,11,11,18,18,12,12,19,19,31
153.24528382952028,19,19,11,11,40,40,45,45,18,18,32
175.93622098178085,5,5,5,5,22,22,30,30,19,19,5
196.11259800760263,4,4,16,16,34,34,11,11,51,51,39
217.82873438761334,14,14,18,18,9,9,10,10,23,23,12
240.60478301680234,16,16,4,4,25,25,31,31,25,25,28
262.67060851617885,19,19,21,21,5,5,20,20,5,5,24
283.50483347304663,14,14,18,18,8,8,2,2,19,19,20
303.5561644331318,23,23,26,26,19,19,29,29,26,26,24
324.9169527478149,20,20,40,40,17,17,24,24,8,8,30
346.3657876615395,36,36,11,11,12,12,28,28,21,21,6
368.2950537239869,14,14,13,13,29,29,25,25,5,5,28
388.60208520772164,15,15,19,19,16,16,23,23,4,4,22
410.4733953188495,4,4,5,5,2,2,20,20,19,19,5
430.86936860087053,14,14,2,2,20,20,15,15,9,9,5
451.08058592233,9,9,6,6,6,6,6,6,4,4,13
471.44510358370906,4,4,6,6,5,5,5,5,13,13,5
492.3727494622701,5,5,4,4,4,4,4,4,13,13,18
513.0848432797578,6,6,6,6,11,11,6,6,4,4,14
534.9083514321854,6,6,14,14,4,4,6,6,6,6,6
555.1550194561912,20,20,2,2,8,8,12,12,12,12,5
577.7785593785438,4,4,4,4,4,4,9,9,20,20,4
599.0528343369543,15,15,11,11,18,18,13,13,17,17,25
620.2685950862947,2,2,12,12,5,5,12,12,2,2,8
641.6633080942577,6,6,7,7,6,6,4,4,11,11,9
662.9936663142844,8,8,11,11,12,12,5,5,27,27,13
683.4868999889384,18,18,19,19,12,12,2,2,9,9,5
706.2588567794862,2,2,2,2,2,2,5,5,4,4,2
728.8503974201385,8,8,16,16,14,14,4,4,8,8,18
751.4788437744155,6,6,6,6,6,6,6,6,2,2,20
772.0415068876264,6,6,5,5,6,6,6,6,4,4,17
794.7998230637056,8,8,6,6,10,10,6,6,2,2,6
816.9605171808266,6,6,11,11,6,6,6,6,6,6,16
837.2855804272323,4,4,4,4,11,11,2,2,10,10,11
858.9822389139297,4,4,4,4,4,4,6,6,4,4,17
881.9072643892988,2,2,4,4,2,2,2,2,2,2,4
902.2965561801611,4,4,3,3,6,6,2,2,4,4,4
922.3100662634513,2,2,2,2,2,2,2,2,2,2,2
944.5170841429485,2,2,2,2,2,2,2,2,5,5,2
965.79669892384,2,2,2,2,2,2,2,2,2,2,5
988.6922219707492,2,2,2,2,2,2,2,2,2,2,2
1009.7627931521184,2,2,2,2,2,2,5,5,2,2,2
1032.3975208602537,2,2,2,2,5,5,4,4,2,2,2
1054.092968329824,5,5,2,2,2,2,2,2,2,2,5
1075.1011390551394,2,2,2,2,4,4,2,2,2,2,2
