4.012619068468093,27,27,12,12,21,21,17,17,11,11,27
106.51202614862163,4,4,4,4,9,9,14,14,11,11,11
209.05113270024384,28,28,12,12,24,24,2,2,16,16,19
311.5910206095805,37,37,15,15,25,25,5,5,2,2,16
413.1605242279751,20,20,8,8,11,11,17,17,5,5,5
513.8012683162657,14,14,2,2,13,13,15,15,10,10,15
615.8956644345342,5,5,18,18,20,20,14,14,10,10,23
716.7089528883896,21,21,22,22,4,4,11,11,10,10,18
818.0490787044446,14,14,8,8,2,2,13,13,13,13,16
918.7289368968795,2,2,2,2,5,5,2,2,4,4,5
1019.6412047353301,13,13,4,4,14,14,16,16,13,13,15
