4.012619068468093,2,4,2,4,2,5,5,4,2,4,2,2,2,9,2,2,2,2,4,2,4,2,2,4,2,4,4,4,2,2,4,4,2,2,2,2,5,6,9,2,2,2,4,2,5,2,4,4,4,2,4,5,15,5,2,2,2,2,8,4,2,5,7,2,4,5,2,2,2,2,2,9,4,4,2,2,2,5,8,2,2,2,4,6,4,2,2,2,2,2,12,9,4,5,4,2,2,2,5,2,5,2,2,5,2,2,4,2,2,2,6,2,2,2,2,17,4,6,4,2,4,5,5,4,2,5,2,2,2,2,4,4,4,2,2,6,4,2,4,2,8,13,4,5,5,2,2,2,5,2,2,4,2,2,4,2,2,2,2,2,6,2,2,4,2,5,6,2,2,2,4,2,2,2,7,7,4,2,10,8,5,2,2,5,2,2,5,5,2,6,2,5,4,2,2,2,4,7,2,2,4,5,4,5,4,5,2,11,6,5,8,6,2,5,2,2,2,5,2,2,2,2,5,2,6,4,2,5,9,4,2,2,10,6,7,2,4,7,2,2,2,10,5,2,9,2,2,2,2,6,5,2,6,5,4,2,10,2,2,5,4,4,2,4,6,5,8,6,5,10,4,2,9,2,5,2,4,2,2,7,2,2,2,5,2,5,2,9,5,2,2,2,2,11,2,8,2,2,5,5,2,2,2,5,2,5,2,4,2,2,5,4,4,5,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,2,2,24,4,8,2,5,8,5,5,2,5,2,4,4,2,2,2,6,2,2,4,4,9,2,2,2,2,6,2,2,5,8,2,2,2,2,2,5,2,2,2,8,4,2,2,16,2,6,2,8,4,4,5,2,2,6,4,2,2,13,4,2,6,4,4,2,2,7,2,7,2,2,2,5,6,2,6,5,2,2,2,6,6,2,6,4,2,2,4,6,2,6,5,11,4,2,6,4,2,5,2,6,4,4,2,6,2,4,2,4,4,4,2,6,2,4,4,2,6,4,2,2,2,2,4,2,5,2,2,4,10,7,4,2,4,4,2,5,2,9,4,6,5,2,15,2,10,6,6,2,5,5,5,2,4,2,4,6,5,2,2,2,2,2,5,7,2,2
25.601833763643697,4,5,2,6,4,5,6,14,2,2,2,2,4,2,2,4,2,4,13,6,2,4,4,2,5,4,2,2,2,2,2,2,4,8,4,2,4,16,4,4,4,2,4,5,12,6,2,2,4,5,2,2,4,5,6,5,6,2,5,2,2,5,2,2,4,2,2,2,2,4,4,2,4,2,5,2,2,5,2,5,4,5,4,11,2,2,2,2,2,2,2,5,2,2,2,2,5,2,2,2,2,4,2,2,4,5,2,5,4,4,2,5,5,2,9,2,4,2,2,5,5,2,4,7,5,4,4,4,5,2,2,4,2,2,5,2,4,4,4,5,2,2,2,2,2,2,2,8,5,10,2,2,7,2,4,5,4,4,2,4,4,4,2,5,2,9,2,2,2,2,4,2,2,2,5,2,2,2,2,5,2,2,2,2,2,5,2,2,4,2,2,4,2,6,2,2,4,2,4,5,2,10,8,9,2,2,2,2,2,2,2,2,2,6,6,2,2,4,2,2,2,2,6,5,4,4,2,4,5,4,2,2,2,13,2,5,2,2,2,2,5,7,2,2,13,5,8,4,2,2,5,4,5,2,2,2,9,2,4,2,2,2,4,2,6,2,5,2,2,6,4,15,4,10,2,4,2,4,2,2,2,4,2,2,7,5,2,2,4,2,2,5,2,2,2,4,2,10,2,2,6,2,2,4,2,2,2,2,2,2,2,2,2,9,2,4,4,4,11,5,2,4,6,4,2,8,2,2,4,2,2,2,2,2,2,2,5,4,2,2,5,6,4,6,4,2,2,2,2,2,2,2,5,2,2,4,2,2,6,6,6,2,2,7,2,2,2,2,5,5,2,2,2,4,2,5,2,5,2,2,2,2,2,2,5,5,2,6,2,9,2,5,2,5,2,4,5,4,2,2,4,4,2,5,4,2,5,5,5,2,4,2,7,4,2,5,2,2,2,5,2,12,4,5,9,4,6,2,2,2,2,2,9,4,2,2,2,5,4,2,2,4,4,2,5,2,4,5,11,5,2,6,4,2,2,2,4,4,2,4,2,10,4,4,2,5,2,2,5,2,4,6,5,2,2,2,4,4,2,2,4,4,4,2,4,2,2,6,2,2,2,5,6,2,2,2,2,2,5,2
48.5510095426726,2,6,2,6,2,2,2,5,4,7,4,2,2,10,5,5,2,2,2,2,4,6,2,2,2,2,5,5,5,2,5,2,4,2,2,2,9,2,2,4,6,2,2,2,2,5,4,5,2,4,2,2,2,2,4,10,2,8,2,2,5,2,6,4,7,5,5,2,7,5,11,2,2,2,2,4,4,6,5,2,2,4,2,2,2,10,6,9,2,2,2,2,4,2,2,2,4,2,4,2,8,2,4,4,9,5,2,2,4,5,2,2,2,2,4,2,5,7,4,5,2,2,5,2,4,5,2,6,4,6,2,2,2,2,5,2,2,7,2,5,2,4,5,4,4,4,5,2,2,2,4,2,6,2,2,2,2,2,2,4,2,2,4,2,4,2,2,2,4,2,2,2,5,2,2,6,5,2,6,2,2,6,2,2,9,5,2,5,5,4,5,2,5,2,2,2,2,2,5,4,2,4,2,7,2,2,2,2,4,2,10,2,2,2,6,5,2,5,2,10,2,2,5,6,2,7,6,2,5,5,4,2,2,2,4,7,2,2,2,5,5,5,4,4,2,2,2,5,6,4,4,2,4,6,2,8,2,2,2,2,12,2,4,2,2,5,2,2,5,2,2,5,4,5,10,4,4,4,2,2,2,2,2,2,4,2,2,5,5,2,2,6,8,4,2,7,2,2,4,4,5,2,2,2,6,2,6,2,2,2,2,2,5,5,2,5,9,2,2,6,2,4,5,10,4,4,5,2,2,2,5,2,2,2,2,4,6,5,4,2,8,2,5,4,10,2,2,2,2,2,2,2,2,5,4,2,5,2,2,2,8,2,4,5,8,5,5,2,2,2,6,4,2,4,2,2,11,2,4,2,4,4,5,2,2,2,2,2,2,4,2,5,6,2,2,5,4,2,11,8,2,2,2,2,2,4,2,2,2,6,2,2,2,2,5,5,2,2,2,2,5,6,4,2,4,5,2,2,5,5,2,7,5,2,2,2,9,2,2,2,4,2,4,2,2,2,8,2,6,5,4,4,2,4,2,2,5,2,2,4,4,2,6,5,4,5,4,4,5,6,2,4,4,2,4,8,7,2,4,2,2,6,2,2,2,2,4,2,5,2,2,2,6,2,2,2,2,2,2,2
68.81225291111187,5,2,4,2,2,4,2,2,2,5,6,2,2,4,5,9,2,2,5,2,8,2,4,2,2,2,2,2,2,2,4,11,7,4,2,2,2,6,4,2,5,2,5,4,2,2,5,2,2,2,2,2,2,2,2,2,5,10,2,2,11,5,5,2,2,2,2,4,2,2,5,2,4,2,6,7,2,5,2,5,4,5,8,2,2,4,7,2,2,2,2,2,6,4,9,2,6,4,5,2,2,2,2,2,2,5,6,5,5,2,5,5,5,4,2,2,2,2,4,2,2,5,6,4,8,2,10,2,4,9,2,2,2,4,4,7,2,2,5,2,2,7,5,2,5,2,5,2,2,2,2,2,4,5,4,5,2,6,2,2,2,2,2,2,5,6,8,2,2,2,4,4,5,4,9,4,6,2,5,4,11,2,4,10,4,16,4,5,5,2,7,2,5,11,5,5,2,2,19,5,5,4,4,7,6,4,4,9,13,5,5,5,8,4,4,5,6,4,11,4,17,11,15,6,40,19,28,20,33,20,26,86,31,19,92,30,36,30,40,37,5,44,56,58,28,46,36,21,47,32,58,76,76,83,44,86,92,72,28,56,80,110,88,84,46,90,78,102,122,104,176
90.33675128877724,27,208
111.63080055258959,150,75,62,87,93,106,177
133.0972938841362,140,224
155.1288486386332,238
175.81747648898528,222
198.3919270172183,182
220.70769095397367,307
241.1241125143548,188
262.95490466139347,112,144,132,250
283.40971444330114,64,196
304.6991062847889,166
326.2937021406621,160
347.4989213506776,142,49,272
370.25548561524477,212
391.89875079839555,31,210
412.48173227019186,279
434.6538402254839,194
457.3021901346235,273
478.6735526823376,161
499.5687753266485,234
521.7734955726517,130,243
543.5381103571754,343
564.6708464428525,286
585.2878300765834,238
606.397316950063,323
626.9646118030794,291
647.8386171708794,340
669.6110886935425,1618
690.1552862590568,3531
712.2303186944144,665
734.6079485378614,834
756.4984924576734,2641
778.1746581598957,2966
798.3323125894216,839
818.8868760764536,1255
838.9861475317962,95,1553
861.4355660080391,3247
883.9937809957926,2884
906.5884684713841,6523
928.9803843005994,550
949.4213036070377,5701
972.113078885817,751
992.3493584812912,375
1013.5109425169311,2681
1034.1984870100791,10693
1054.8564611675483,4648
1075.0025491706394,3488
