4.012619068468093,6,2,2,5,7,4,2,5,2,2,2,7,2,4,4,5,2,6,10,2,5,2,2,2,5,11,6,2,2,4,4,8,4,4,2,2,2,4,4,2,5,5,5,4,10,4,5,2,2,2
25.026109664349413,5,4,2,2,2,6,2,4,2,2,2,2,2,4,2,4,5,2,2,2,5,6,2,2,2,2,7,2,2,2,4,6,2,2,2,5,4,2,2,2,2,2,2,6,4,5,5,6,4,2
47.62892272254547,4,4,6,2,2,5,2,2,2,4,4,2,5,2,2,2,5,2,2,2,2,5,5,5,2,2,5,2,2,4,4,6,2,2,2,2,6,6,5,2,5,6,2,2,5,2,4,2,2,2
67.71306847442492,2,2,5,2,4,4,2,2,13,2,2,2,4,2,5,7,2,5,2,4,5,4,2,4,2,10,5,6,4,2,4,5,2,5,2,5,5,8,4,2,6,2,2,2,5,12,7,4,2,6
88.23430334385229,2,2,6,2,2,2,5,4,2,2,5,6,2,2,2,2,5,5,2,9,4,2,4,4,5,2,2,2,6,2,2,2,7,5,4,2,2,2,4,4,2,2,2,5,2,4,2,5,2,2
109.79347018254856,5,2,2,4,6,9,16,2,6,6,2,6,2,5,2,5,6,2,9,2,2,8,2,5,4,2,2,2,4,2,2,6,4,4,4,4,6,2,5,4,7,5,2,2,2,4,2,2,4,5
131.86509580515724,6,2,4,2,5,4,2,2,2,6,4,2,2,2,5,4,2,4,2,5,2,6,5,2,5,4,2,2,5,2,2,2,2,2,5,2,2,2,2,5,2,2,7,5,2,2,4,2,4,2
153.66977339677624,2,2,4,4,4,2,2,4,5,14,4,8,2,6,4,5,4,2,2,2,5,2,2,4,2,2,2,4,5,2,5,2,2,2,2,2,4,2,2,2,7,4,2,5,2,2,5,5,2,2
175.52292907012435,2,4,5,2,4,2,6,12,2,2,4,2,10,2,6,2,7,4,2,2,4,5,8,8,2,6,5,2,4,2,2,2,2,6,2,4,5,2,2,2,5,4,2,2,2,2,12,4,2,4
196.3609137727019,9,5,5,2,5,2,2,4,6,2,5,12,5,2,2,5,4,2,7,2,2,8,2,8,5,2,7,2,2,2,2,4,2,4,4,2,5,4,9,2,2,6,6,2,8,2,4,2,2,4
217.81545260353715,2,2,6,4,4,2,2,2,2,4,4,4,4,4,5,2,8,2,4,2,2,2,6,2,2,2,4,2,5,2,4,2,4,2,6,2,2,8,10,4,2,2,4,5,8,9,4,2,6,6
238.39604696977406,5,8,2,2,4,4,5,2,4,2,4,2,2,2,4,2,5,5,2,4,2,2,4,2,11,2,2,4,13,2,4,5,2,2,2,5,4,2,2,11,2,4,2,2,5,4,7,16,2,11
259.58014563131906,9,2,2,9,2,2,2,4,4,4,4,7,2,5,2,9,2,6,4,2,2,2,2,5,7,6,2,2,5,2,2,4,2,2,6,4,4,2,11,2,5,2,2,6,2,2,10,4,2,5
281.52602528726413,6,5,2,2,5,7,2,2,2,4,7,2,2,2,2,5,5,6,5,9,2,2,2,2,6,4,8,4,5,5,4,2,2,2,2,6,2,4,4,2,2,2,2,7,9,2,2,2,5,4
302.64895626513396,2,2,2,2,2,2,2,5,5,5,5,2,2,2,5,5,2,2,2,6,2,2,2,7,2,5,7,2,4,2,2,2,5,4,2,2,5,4,2,6,5,2,4,2,2,6,4,2,2,2
325.0745212251311,5,2,5,2,4,2,2,6,5,4,4,7,9,2,5,2,4,2,5,2,2,2,4,2,5,4,4,5,2,4,7,2,2,2,2,2,2,4,4,4,4,8,4,4,2,11,5,4,4,2
347.6620751023645,2,6,2,2,2,12,2,2,2,6,5,2,5,5,7,6,4,2,2,5,5,2,2,5,2,2,2,7,14,4,5,4,10,6,5,6,6,9,5,4,4,5,5,5,6,4,8,6,4,2
369.2751111727522,4,2,2,2,5,2,2,2,5,2,6,10,2,2,2,18,2,6,2,5,4,11,7,5,2,4,4,6,7,4,4,4,2,5,4,2,4,10,5,2,8,4,4,2,2,2,2,2,5,2
389.8704515108848,9,5,8,8,4,2,2,9,13,2,2,2,5,6,2,4,2,4,2,2,2,2,4,5,2,5,4,5,4,2,2,2,2,9,10,6,5,5,2,9,2,2,2,4,6,2,2,6,4,7
412.40197737419555,2,2,4,2,2,2,2,4,2,4,2,2,2,4,2,5,5,4,2,2,4,2,10,2,2,2,2,2,2,4,5,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,12,2,2,2
